,x,y,Curvature,FreeR,FreeL
0,0.0,0.0,0.5896334504755745,2.510204081632653,3.0
1,0.03517414358541027,-0.034125951266035015,0.5825518595618986,2.510204081632653,2.9999999999999996
2,0.07051437439066388,-0.06810616764080124,0.5755117063321126,2.510204081632653,3.0
3,0.10601649921502554,-0.10191690734100889,0.568512879930564,2.510204081632653,3.0
4,0.14167362183094767,-0.13553040473157818,0.5615552695016006,2.510204081632653,3.0000000000000004
5,0.1775428583730575,-0.16897670287726385,0.5546387641895699,2.5102040816326525,2.9999999999999996
6,0.21357496509613683,-0.20218385277227136,0.5477632531388196,2.510204081632653,3.0
7,0.24981656283954878,-0.2351664152514028,0.5409286254936971,2.5102040816326525,2.9999999999999996
8,0.28630567812023866,-0.26792634107660374,0.5341347703985504,2.510204081632653,3.0
9,0.3230107586437748,-0.30039928520902914,0.5273815769977268,2.510204081632653,2.9999999999999996
10,0.35998643679640974,-0.33259334273933394,0.520668934435574,2.510204081632653,3.0000000000000004
11,0.3972176249521844,-0.3644499662118611,0.5139967318564397,2.510204081632653,2.9999999999999996
12,0.43476765528690176,-0.39597167026864244,0.5073648584046714,2.510204081632653,3.0
13,0.4726298740695407,-0.4270937149502051,0.5007732032246167,2.510204081632653,3.0
14,0.5108414429151362,-0.4577793829060559,0.49422165546062335,2.5102040816326534,3.0000000000000004
15,0.5494494636819938,-0.4879880503301449,0.48771010425703887,2.510204081632653,3.0
16,0.5884817992003317,-0.5176500064507124,0.48123843875821093,2.510204081632653,3.0
17,0.6279708227164629,-0.5466831457769846,0.4748065481084871,2.510204081632653,3.0000000000000004
18,0.6679720298637408,-0.5750020419528519,0.468414321452215,2.5102040816326534,3.0
19,0.7085550138403152,-0.6025041353982682,0.46206164793374227,2.510204081632653,2.9999999999999996
20,0.749772900222119,-0.6290419212833126,0.4557484166974165,2.510204081632653,2.9999999999999996
21,0.791698110060262,-0.6544385604805212,0.44947451688758533,2.5102040816326534,3.0
22,0.8344081399344996,-0.6784653025991323,0.4432398376485964,2.510204081632653,3.0
23,0.8780078616408509,-0.7008358434806936,0.43704426812479724,2.571428571428571,3.0000000000000004
24,0.9226053436374373,-0.7211669021351346,0.43088769746053557,2.571428571428571,3.0
25,0.9682720151272926,-0.7389321000175697,0.42477001480015897,2.571428571428571,3.0
26,1.0150721282866488,-0.7534428357751342,0.418691109288015,2.63265306122449,3.0000000000000004
27,1.0629518175161012,-0.7637823968115756,0.4126508700684513,2.693877551020408,2.9999999999999996
28,1.111665325447846,-0.7688121969322628,0.40664918628581553,2.7551020408163263,3.0000000000000004
29,1.1605995274653322,-0.7672914560617237,0.4006859470844553,2.816326530612245,3.0
30,1.208704901707915,-0.7582539440040339,0.3947610416087182,2.938775510204081,3.0
31,1.254717640351144,-0.741540405103686,0.38887435900295186,2.9999999999999996,2.9999999999999996
32,1.297675559432748,-0.7180353896357397,0.3830257884115039,2.9999999999999996,2.9999999999999996
33,1.3373257754746775,-0.6892845683106448,0.3772152189787219,3.0000000000000004,3.0000000000000004
34,1.3740734618478945,-0.6568754243361996,0.3714425398489535,3.0,3.0
35,1.4086303203044963,-0.6221370763403143,0.36570764016654633,3.0000000000000004,3.0000000000000004
36,1.4418095503990178,-0.5860666379899776,0.360010409075848,2.9999999999999996,2.9999999999999996
37,1.4743764947920954,-0.5494429110394248,0.3543507357212061,3.0000000000000004,3.0000000000000004
38,1.5070358274247428,-0.5128983987022396,0.3487285092469683,3.0,3.0000000000000004
39,1.540410363539466,-0.4770120384706167,0.34314361879748223,3.0,3.0
40,1.575049422474479,-0.442348931537105,0.33759595351709537,3.0000000000000004,3.0
41,1.611392353251343,-0.4094863745948214,0.33208540255015545,3.0,3.0
42,1.649487468456315,-0.37867634168174136,0.3266118550410101,3.0,3.0000000000000004
43,1.6890808853595234,-0.3497985725301911,0.3211752001340069,2.9999999999999996,3.0
44,1.7299153109163512,-0.3227115185898608,0.3157753269734934,2.9999999999999996,2.9999999999999996
45,1.7717828873621537,-0.29725094849888967,0.31041212470381735,3.0000000000000004,3.0000000000000004
46,1.8145105124026013,-0.27325002005905874,0.3050854824693263,3.0,3.0
47,1.8579382506731215,-0.2505544205072523,0.2997952894143678,2.9999999999999996,2.9999999999999996
48,1.9019578930458023,-0.2290029273820252,0.2945414346832896,3.0,3.0
49,1.946450082956219,-0.2084596250732449,0.28932380742043917,3.0,3.0
50,1.9913346900522206,-0.18878729475418654,0.2841422967701643,2.9999999999999996,2.9999999999999996
51,2.036544672864017,-0.16985934021913707,0.2789967918768124,3.0,3.0
52,2.0820104291766164,-0.15156411393375824,0.27388718188473127,2.9999999999999996,2.9999999999999996
53,2.127686428532015,-0.13379213979110305,0.26881335593826844,2.9999999999999996,2.9999999999999996
54,2.1735218467016058,-0.11644650600601558,0.2637752031817716,3.0,3.0000000000000004
55,2.2194883753875345,-0.09943064995495288,0.2587726127595882,3.0,3.0
56,2.265534961971576,-0.0826640061971744,0.25380547381606605,2.9999999999999996,2.9999999999999996
57,2.31164632300022,-0.06605923599329766,0.24887367549555262,2.9999999999999996,2.9999999999999996
58,2.3577822345456756,-0.04954341875340451,0.2439771069423956,2.9999999999999996,2.9999999999999996
59,2.4039219887138668,-0.033041016071542195,0.23911565730094259,2.9999999999999996,2.9999999999999996
60,2.4500488117516372,-0.01647869035617644,0.23428921571554123,3.0000000000000004,2.938775510204082
