curvature
-0.0672791970606429
-0.0667287074569962
-0.0661851078289007
-0.0656482890313282
-0.0651181430884026
-0.0645945631883635
-0.0640774436785294
-0.0635666800602612
-0.0630621689839257
-0.0625638082438586
-0.0620714967733285
-0.0615851346394997
-0.0611046230383961
-0.0606298642898642
-0.0601607618325369
-0.0596972202187963
-0.0592391451097378
-0.058786443270133
-0.0583390225633932
-0.057896791946533
-0.0574596614651335
-0.0570275422483058
-0.0566003465036541
-0.0561779875122398
-0.055760379623544
-0.0553474382504315
-0.0549390798641141
-0.0545352219891139
-0.0541357831982268
-0.0537406831074856
-0.0533498423711239
-0.052963182676539
-0.0525806267392556
-0.0522020982978894
-0.0518275221091097
-0.0514568239426036
-0.0510899305760393
-0.0507267697900289
-0.0503672703630924
-0.050011362066621
-0.0496589756598403
-0.0493100428847739
-0.0489644964612064
-0.0486222700816475
-0.0482832984062947
-0.0479475170579971
-0.0476148626172187
-0.0472852726170018
-0.0469586855379303
-0.0466350408030932
-0.046314278773048
-0.0459963407407842
-0.0456811689266862
-0.0453687064734976
-0.0450588974412836
-0.0447516868023951
-0.0444470204364318
-0.0441448451252057
-0.0438451085477044
-0.0435477592750547
-0.0432527467654855
-0.042960021359292
-0.0426695342737983
-0.0423812375983214
-0.0420950842891341
-0.0418110281644288
-0.0415290238992808
-0.0412490270206114
-0.0409709939021517
-0.0406948817594057
-0.0404206486446141
-0.0401482534417172
-0.0398776558613185
-0.0396088164356482
-0.0393416965135265
-0.0390762582553271
-0.0388124646279403
-0.0385502793997369
-0.0382896671355309
-0.0380305931915438
-0.0377730237103672
-0.0375169256159265
-0.0372622666084443
-0.037009015159404
-0.0367571405065127
-0.036506612648665
-0.0362574023409065
-0.0360094810893966
-0.0357628211463726
-0.0355173955051127
-0.0352731778948992
-0.0350301427759827
-0.0347882653345446
-0.0345475214776608
-0.0343078878282654
-0.0340693417201139
-0.0338318611927463
-0.033595424986451
-0.0333600125372278
-0.0331256039717515
-0.0328921801023354
-0.0326597224218943
-0.0324282130989082
-0.032197634972386
-0.0319679715468279
-0.0317392069871899
-0.0315113261138468
-0.0312843143975551
-0.0310581579544173
-0.0308328435408446
-0.0306083585485204
-0.0303846909993641
-0.0301618295404941
-0.0299397634391913
-0.0297184825778624
-0.0294979774490038
-0.0292782391501641
-0.0290592593789085
-0.0288410304277813
-0.0286235451792699
-0.0284067971007681
-0.0281907802395392
-0.0279754892176796
-0.0277609192270824
-0.0275470660244003
-0.0273339259260097
-0.0271214958029732
-0.0269097730760039
-0.0266987557104281
-0.0264884422111491
-0.0262788316176104
-0.0260699234987594
-0.0258617179480102
-0.0256542155782078
-0.0254474175165906
-0.0252413253997548
-0.0250359413686166
-0.0248312680633769
-0.0246273086184838
-0.024424066657596
-0.0242215462885469
-0.0240197520983073
-0.023818689147949
-0.0236183629676083
-0.0234187795514496
-0.0232199453526281
-0.0230218672782539
-0.0228245526843551
-0.0226280093708412
-0.0224322455764666
-0.0222372699737937
-0.0220430916641569
-0.0218497201726252
-0.0216571654429664
-0.0214654378326099
-0.0212745481076104
-0.0210845074376111
-0.0208953273908072
-0.0207070199289096
-0.0205195974021077
-0.0203330725440331
-0.0201474584667233
-0.0199627686555844
-0.0197790169643551
-0.01959621761007
-0.0194143851680227
-0.0192335345667294
-0.0190536810828924
-0.0188748403363633
-0.0186970282851065
-0.0185202612201625
-0.0183445557606116
